id	title	body	accepted_answer_id	answer_count	comment_count	community_owned_date	creation_date	favorite_count	last_activity_date	last_edit_date	last_editor_display_name	last_editor_user_id	owner_display_name	owner_user_id	parent_id	post_type_id	score	tags	view_count
4730010		"<p><strong>Stackoverflow</strong> allowed my <strong>progress</strong> faster than I imagined and I would like to give a bit more back to the <strong>community</strong>. </p>

<p>I enjoy helping out whenever I know how, but when I don't, moderating should allow me <strong>contribute</strong> to the maintenance of <strong>Stackoverflow's awesome standards</strong>.</p>

<p><img src=""https://i.stack.imgur.com/ugY4x.jpg"" alt=""Vote!""></p>"			0	2011-01-18 22:55:44.970000 UTC	2011-01-18 22:55:44.970000 UTC		2011-01-18 22:55:44.970000 UTC	2011-01-18 22:55:44.970000 UTC		89766		89766		6	0		
4730017		"<p>It has been exactly a year (a year and a day to be more accurate) since I joined Stackoverflow. It would be an honor to become a SOF moderator. Not only I consider it an honor, I have immense drive and hunger to offer my services to the community in whichever way possible.</p>

<p>This is one of the communities which exposes people's positivity and it is my highest priority to keep it that way. I have a 1:2 questions to answers ratio insisting that I have been on both the ends of the spectrum. I clearly know the whats and hows of expectations and contributions.</p>

<p>Kindly nominate me as moderator and I will make sure SOF gets better than better.</p>"			0	2011-01-18 22:56:48.660000 UTC	2011-01-18 22:56:48.660000 UTC		2011-01-18 22:56:48.660000 UTC	2011-01-18 22:56:48.660000 UTC		1977903		1977903		6	0		
4730060		"<p>A good mod is a person who realizes that there are two sides to every story, and that often people need a little extra help along the way. Mods are often teachers, they are often trusted, and they are always engaged. They definitely know that the community is larger than the stated goal of the community, and they participate within the community regularly.</p>

<p>I'm active on MSO having over 900 points (granted, I'm nowhere near the top, but I'm in the top 500 sure enough), I'm active on SO (I think 3500 points qualifies me as understanding the system and actively participating), I'm a regular SE enthusiast, and I'm currently helping DBA.StackExchange.com get off the ground, where I'm also a regular on both the site and the meta. Many people have observed that I'm just about as committed to the SE system as anyone can be.</p>

<p>I am often found in the SO chatrooms, the MSO chatrooms, and on some of the SE chatrooms. I routinely help people work out their problems by way of rubberducking and encourage them to post a proper SO question that we can then use for collaboration and that can in turn give back to the community.</p>

<hr>

<h2>Enough about that, let's focus on what you care about:</h2>

<p><strong>Why does someone want to volunteer to be a mod?</strong></p>

<p>Surely the person who <em>volunteers</em> for a public-good task is probably the least suited for the job, yeah? </p>

<p>That would be true if I were asking to be a SOIS - Community Senator or something, but I'm really just looking to be a better janitor. I already flag questions for close, suggest comments on how to make other questions better, edit titles/tags/questions, and generally help with the upkeep. But I would be happy to take that one step further and help a little more, because I believe in SOIS and the mission to make the internet a better place.</p>

<p>Of course, I also realize that I could just be some power hungry guy looking to make a name for himself as a ruthless mod, exacting bloody vengeance throughout the community as tho I were the grim reaper and my mod abilities were my scythe. But with Jeff on the horizon, I doubt anyone could pull that stunt at this point, even if they were so inclined. So no, I don't want to be a <em>god mod</em>, I just want to help keep the SO community in good general repair, and help out as I can.</p>"			0	2011-01-18 23:02:43.190000 UTC	2011-01-18 23:02:43.190000 UTC		2011-01-18 23:02:43.190000 UTC	2011-01-18 23:02:43.190000 UTC		109749		109749		6	0		
4730061		"<p><img src=""https://i.stack.imgur.com/jAgMm.jpg"" alt=""Dr. Evil""></p>

<p>When I'll be a moderator, I'll be one step closer to total SO domination! When my reputation reaches to 1 billion points <a href=""http://meta.stackexchange.com/questions/25453/has-anyone-ever-used-their-gained-reputation-points-to-get-a-job-or-something/25458#25458"">as promised before</a> I'll fire Jeff and Joel and dominate SO!</p>

<p>Vote for Dr. Evil!</p>"			0	2011-01-18 23:02:45.897000 UTC	2011-01-18 23:02:45.897000 UTC		2011-01-18 23:08:00.200000 UTC	2014-04-24 17:07:48.717000 UTC		-1		40322		6	0		
4730410		"<p>Being around <em>SO</em> for 2 years, registered 8 months ago and on the 15<sup>th</sup> of last month I bought my new laptop and decided that I need to stop the PS3 CoD addiction and get involved in the community again (sounds <a href=""http://blog.stackoverflow.com/2011/01/welcome-valued-associate-nick-craver/"" rel=""nofollow"">familiar</a>?), and there's no better place than <em>SO</em> where I felt home!  </p>

<p>I'm relatively new, but I <a href=""http://stackoverflow.com/users/337227/ifaour?tab=reputation"">clearly</a> have the passion and the desire to push forward and increase the quality of SO even more!  </p>

<p>With me, the <em>stack</em> will never <em>overflow</em>!</p>"			0	2011-01-18 23:57:14.053000 UTC	2011-01-18 23:57:14.053000 UTC		2011-01-18 23:57:14.053000 UTC	2011-01-18 23:57:14.053000 UTC		337227		337227		6	0		
4730675		"<p>I would really be very good at it as I already do it in several other places, and I actually have no wish to be a mod here.
It seems I have to put more words to describe my superiority over others, I do not believe so so I wont.</p>"			0	2011-01-19 00:47:51.863000 UTC	2011-01-19 00:47:51.863000 UTC		2011-01-19 00:47:51.863000 UTC	2011-01-19 00:47:51.863000 UTC		67153		67153		6	0		
4732240		"<p>I have been a member on stackoverflow for over 6 months now but the amount of knowledge I have gained over here in these 6 months was quite surprising. My strong field being SQL and C#, but being in stackoverflow just showed me how much more is out there in world which we are not aware of. </p>

<p>Since the stackoverflow is lead by community people and the community has given me so much more knowledge at one common place than what I would've got going on normal google way. So here is the strong reason to give something back to the community from my side and hence nominating myself for the moderator post. Being a moderator, I can give my best not only in terms of giving correct answers and stuff, but also helping people with questions which are badly formatted, correcting some arrogant people and keeping the community clean.</p>

<p>In general my strong points for being elected as moderator are -</p>

<ol>
<li>patience </li>
<li>showing respect for the fellow community members in their actions and words</li>
<li>open to resolve any disputes regarding any questions or answers or any other disputes regarding the website itself.</li>
</ol>

<p>Without taking much more time on this, I will be eagerly waiting to do my bit for the community being a moderator. Even otherwise I would continue to work with the community on stackoverflow anyway.</p>

<p>Thank you all.</p>"			0	2011-01-19 06:05:52.993000 UTC	2011-01-19 06:05:52.993000 UTC		2011-01-19 06:05:52.993000 UTC	2011-01-19 06:05:52.993000 UTC		399037		399037		6	0		
4753345		"<p>I have been an active member of the StackOverflow community for well over a year.  I primarily answer questions and help keep the site free of clutter by taking advantage of the moderator tools accessible at 10k reputation.</p>

<p>Part of keeping StackOverflow great involves removing the immense amounts of clutter inherently created with so many users.  My goal will be to help nurture a positive environment for StackOverflow and ensure that the people asking questions have the best possible chance of getting excellent answers.</p>

<p>I may not have the highest reputation score, but I care greatly about this community and always try to make it better.  I think with moderator privileges, I will be able to further improve the quality of content on this site in ways that are not possible today.</p>"			0	2011-01-20 22:21:40.890000 UTC	2011-01-20 22:21:40.890000 UTC		2011-01-20 22:21:40.890000 UTC	2011-01-20 22:21:40.890000 UTC		110088		110088		6	0		
8042437		"<p>I too must nominate myself if for no other reason than, as mentioned earlier, I do happen to have all the badges.  Also, I have some experience moderating (though not here, just a facebook group that needs reminders about what it's purpose is).</p>

<p>I am a little brusque, but mean well.</p>

<p>Unfortunately, I am not a large meta contributor, though this could be rectified.</p>"			0	2011-11-07 20:50:26.390000 UTC	2011-11-07 20:50:26.390000 UTC		2011-11-07 20:50:26.390000 UTC	2011-11-07 20:50:26.390000 UTC		54200		54200		6	0		
8044988		"<p>I've been thinking about this for some time now, and I'd also like to nominate myself for the Stack Overflow 2011 community moderator election.</p>

<p>If nothing else, I have a tremendous amount of respect for this community and what it has accomplished, as well as a passion for contributing.  I may not be one of the original users, or one of the reputation stars, or stand out from the crowd in any particular way... But I'm here and I'm contributing and I want to do what I can to help where I can.</p>

<p>Stack Overflow has provided me with help on countless occasions.  I haven't asked many questions because at least 3/4 of the time the question I have has already been asked and answered.  There is a wealth of content here and it's growing every day.  Given everything I've received from this website, I want to help keep it going.  I want to help maintain the standards that make this community so great.</p>

<p>I'll let <a href=""http://stackoverflow.com/users/328193/david?tab=accounts"">the content I've provided</a> to this community speak for itself.  I like to think some of it is great.  I admit much of it is mediocre.  I also admit some of it is poor.  (Indeed, I'm sure I've left some comments from time to time which really aren't constructive at all.  We all make mistakes, and I'm no exception to that.)  All of it together represents who I am and how I contribute to this community.</p>

<p>My reputation graph seems to reflect the time I spend on this site in the fact that there are months where I'm here constantly and there are months where I barely contribute.  My professional life sometimes keeps me away from this community, but I'm never so far as to not help out in some way.  Even on days when I can't find the questions to answer or the time to answer them, I'm still here browsing the content.  Learning from others, helping to moderate (voting to close or migrate, leaving hopefully helpful comments on questions for which I don't otherwise have an answer, and so on), sometimes just bumming around and looking for a way to contribute.</p>

<p>Between the wonderful content which has helped me on countless occasions, the content I've provided which has helped me grow as a developer, the members of the community with whom I've interacted, and even the wonderful job I landed through Stack Overflow Careers... I've gained so much from this community.  Being a moderator is another way for me to give back.</p>

<p>Thank you for your consideration, and thank you for taking the time to participate in the Stack Overflow community moderator election.</p>"			0	2011-11-08 01:36:38.190000 UTC	2011-11-08 01:36:38.190000 UTC		2011-11-08 01:36:38.190000 UTC	2011-11-08 01:36:38.190000 UTC		328193		328193		6	-1		
8070129		<p>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p>			0	2011-11-09 19:01:31.687000 UTC	2011-11-09 19:01:31.687000 UTC		2011-11-09 19:01:31.687000 UTC	2011-11-09 19:01:31.687000 UTC		2		5640		6	0		
21693435		"<p>I'd like to nominate myself once again for the position of moderator.  Around these parts, I'm Makoto, but I'm known as Jason.</p>

<h3>A bit about myself</h3>

<ul>
<li><p>I'm <em>fervently</em> passionate about Stack Overflow - I find myself on this site very, <em>very</em> often, either searching for an answer, answering another question, or helping clean up the site with edits, flagging, and votes as appropriate.</p></li>
<li><p>I'm an honest guy - I call it as I see it, and when I'm wrong, I'll admit it and learn from my mistakes.</p></li>
<li><p>I've learned a lot since my last run at modship - I'm familiar and comfortable with the 10K tools.</p></li>
<li><p>I feel that I can <strong>lead by example</strong> where required.  I wish to set the tone of excellent and constructive participation in the community.</p></li>
<li><p>I feel that my normal routine of helping others with their issues will remain, as well as aiding in the other areas of moderation.</p></li>
<li><p>What I may lack in knowledge or experience, I wish to <strong>learn from my fellow moderators</strong>.  I want to be certain that the actions I take are in the best interests of the community.</p></li>
</ul>

<p>If the community will have me, then I will be more than willing to take on this role.</p>"			0	2014-02-11 04:53:46.907000 UTC	2014-02-11 04:53:46.907000 UTC		2014-02-11 04:53:46.907000 UTC	2014-02-11 04:53:46.907000 UTC		1079354		1079354		6	0		
29495731		"<p>I would be a good moderator because:</p>

<ul>
<li>I have a reasonably high reputation to indicate active participation</li>
<li>I show some interest in the meta-community</li>
<li>I lead by example and show patience and respect for my fellow community members</li>
<li>I exhibit intangible traits as discussed in the <a href=""http://blog.stackoverflow.com/2009/05/a-theory-of-moderation"">Theory of Moderation</a></li>
</ul>"			0	2015-04-07 15:49:19.267000 UTC	2015-04-07 15:49:19.267000 UTC		2015-04-07 15:49:19.267000 UTC	2015-04-07 15:49:19.267000 UTC		679449		679449		6	0		
33617285		<p>Just wondering if I can nominate myself to be a <em>double moderator</em>. Filler filler filler. Filler filler filler. Filler filler filler. Filler filler filler. Filler filler filler. Filler filler filler. </p>			0	2015-11-09 20:02:51.343000 UTC	2015-11-09 20:02:51.343000 UTC		2015-11-09 20:02:51.343000 UTC	2015-11-09 20:02:51.343000 UTC		229044		229044		6	0		
33617798		"<pre><code>                           a                               a                               a                               a                               a                               a                               a                               a                               a                               a                               a                               a                               a
</code></pre>"			0	2015-11-09 20:36:48.280000 UTC	2015-11-09 20:36:48.280000 UTC		2015-11-09 20:36:48.280000 UTC	2015-11-09 20:36:48.280000 UTC		1350209		1350209		6	0		
33624932		"<p>Are you able to submit a nomination after the nomination period is over?</p>

<p>Apparently you are. Take that, election primary vote monitor scripts!</p>

<p>Elect me as double-moderator!</p>"			0	2015-11-10 07:37:03.310000 UTC	2015-11-10 07:37:03.310000 UTC		2015-11-16 21:14:36.243000 UTC	2015-11-16 21:14:36.243000 UTC		1114		1114		6	0		
33630405		"<p>You cannot begin to imagine in how many ways the world is the opposite of what you have been taught to believe.</p>

<p>...</p>

<p>It is sickening, the reverence with which you speak of the liars and thieves whose feet are so firmly planted on your necks. You call the congressmen and the judges ‘honorable,’ and you swoon at the magnificence of the grandiose halls they inhabit, like this one, the temples they built to celebrate the domination of mankind. You feel pride at being able to say you once shook a senator’s hand, or saw the President in person. Ah, yes, the grand deity himself, His Royal Highness, the President of the United States of America.
You speak the title as if you’re referring to God Almighty. The vocabulary has changed a bit, but your mindset is no different from that of the groveling peasants of old who bowed low, faces in the dirt, with a feeling of unworthiness and humility, when in the presence of whatever narcissist had declared himself to be their rightful lord and master. The truth of the matter, back then and today, is that these parasites who call themselves ‘leaders’ are not superior beings, they are not great men and women, they are not honorable, they’re not even average.</p>

<p><a href=""http://peacefreedomprosperity.com/8575/the-greatest-speech-ever-grants-speech-from-the-iron-web-by-larken-rose/"" rel=""nofollow"">http://peacefreedomprosperity.com/8575/the-greatest-speech-ever-grants-speech-from-the-iron-web-by-larken-rose/</a></p>"			0	2015-11-10 12:50:03.250000 UTC	2015-11-10 12:50:03.250000 UTC		2015-11-10 12:50:03.250000 UTC	2015-11-10 12:50:03.250000 UTC		5640		5640		6	0		
40499306		"<p>Testing US; will delete momentarily.</p>

<p>Filler. Filler. Filler. Filler. Filler. Filler. Filler. Filler. Filler. Filler. Filler. Filler. Filler. Filler. </p>"			0	2016-11-09 02:02:17.027000 UTC	2016-11-09 02:02:17.027000 UTC		2016-11-09 02:02:17.027000 UTC	2016-11-09 02:02:17.027000 UTC		331508		331508		6	0		
49331343		"<p>lorem ipsum next time...</p>

<p>This nomination will be withdrawn in seconds.</p>

<p>Your bones don't break, mine do. That's clear. Your cells react to bacteria and viruses differently than mine. You don't get sick, I do. That's also clear. But for some reason, you and I react the exact same way to water. We swallow it too fast, we choke. We get some in our lungs, we drown. However unreal it may seem, we are connected, you and I. We're on the same curve, just on opposite ends.</p>"			0	2018-03-17 00:42:53.160000 UTC	2018-03-17 00:42:53.160000 UTC		2018-03-17 00:42:53.160000 UTC	2018-03-17 00:42:53.160000 UTC		331508		331508		6	0		
4729695		<p>I'm knowledgeable and patient. Plus, I have a cute dog as my avatar!</p>			1	2011-01-18 22:19:12.813000 UTC	2011-01-18 22:19:12.813000 UTC		2011-01-18 22:19:12.813000 UTC	2011-01-18 22:19:12.813000 UTC		394167		394167		6	0		
4729709		"<p>Stackoverflow is a huge part of my life, and I want to do everything in my power to make it better. I've spent enough time on other sites to know why SO is so special and how it truly excels. Stackoverflow has been one of the greatest things that has happened to the programming world in the past two years, and its been of a massive help to so many people.</p>

<p>However, I know there is always room for improvement, and with a community this powerful and dedicated, anything is possible. I came here a total beginner, and although I still have a long way to go, I've seen so many unique aspects of SO on my journey through programming. There's truly no other site where people can have fun, learn, and teach and have fun while talking about the subject they truly love like stackoverflow. This site is something special that happens once in a lifetime, and I want to do everything I can to make it the best place it can be.</p>

<p>I spend a lot of time on meta, the blog, and area51, and I want to be there for every step stackoverflow takes so I can be of as much of a help as possible, either as a moderator, teacher, or just a plain participator in the community. All of them are great honors that I am happy to have. I know what the site looks like from a total beginner's point of view because I sort of grew up here. I know how people feel to get downvoted for bad posts, how it feels to get questions closed, and how it feels when somebody greets you with a smile and takes time to try to help you understand. </p>

<p>Moderation is not about the posts, its about the people who will make and read the posts. Its a moderator's responsibility to educate other users about the site and help them understand how things work. The buttons granted to you represent the people's trust in you to control their experience. Making that experience as good as possible is <em>always</em> your goal. Hence, moderation should be done as lightly as possible, and the community should be able to weigh in as much as possible on moderator decisions. Comments that explain what you are thinking about doing and why are vital for both the poster and the viewer, because they ultimately educate the community and make sure that you are doing what they want and helping them as much as possible, and only with the community's feedback can I know if I'm doing my job correctly.</p>

<hr>

<p><strong>Short Version:</strong></p>

<ul>
<li>I would love to have the honor to help make SO better, even though everyone with an account really has that privilege. </li>
<li>I've grown up here, so I've seen things from many different angles.</li>
<li>Moderation privileges should be an <em>extension</em> of other user's power in the community. The community makes the decisions as to what should truly happen, the moderators are just the workers that try to keep up and meet their desires as much as possible and push the buttons to make things happen.</li>
</ul>

<p>If the community chooses me, although I know my chances are slim with all the other bright and dedicated people here, I promise I will do all to make this place even more awesome.  :D</p>

<p><strong>Accounts: <a href=""http://stackoverflow.com/users/89989/crazyjugglerdrummer"">stackoverflow</a>, <a href=""http://meta.stackoverflow.com/users/130281/crazyjugglerdrummer"">meta</a>, <a href=""http://area51.stackexchange.com/users/1268/crazyjugglerdrummer"">area51</a></strong></p>"			1	2011-01-18 22:20:44.203000 UTC	2011-01-18 22:20:44.203000 UTC		2011-01-18 22:52:02.880000 UTC	2011-01-18 22:52:02.880000 UTC		89989		89989		6	0		
4729717		"<p>I am a big fan of stackoverflow. I am too busy with my work at lab and home. I am not getting time to look at stackoverflow recently. Hopefully, being a moderator will tempt me to look at stackoverflow more often. </p>

<p>Btw, I spend 18 hours daily in front of computer. So, I can cover most of the timezones too.</p>"			1	2011-01-18 22:21:46.033000 UTC	2011-01-18 22:21:46.033000 UTC		2011-01-18 22:29:27.023000 UTC	2011-01-18 22:29:27.023000 UTC		207335		207335		6	0		
4729770		"<p>Stack Overflow has been almost the best resource I've had in my development as a programmer.  It's by far the best community site of it's kind and I feel it is a responsibility of mine to give back to the community that has helped me as a developer.</p>

<p>Hat in the ring!</p>"			1	2011-01-18 22:27:15.623000 UTC	2011-01-18 22:27:15.623000 UTC		2011-01-18 22:27:15.623000 UTC	2011-01-18 22:27:15.623000 UTC		42979		42979		6	0		
4729822		"<p>I'm <strong>dogbane</strong>! </p>

<p>I've been participating in SO (and other Stackexchange sites) for a while now and I believe the time is right for me to step up and become ""<strong>more than just a member</strong>"". If I am made moderator I will be able to contribute my knowledge and experience to helping members and to keeping this forum clean and free of spam (and duplicate questions!).</p>

<p><strong>I will ban the spammers, rule breakers, flame-baiters and rep-whores. But will encourage and protect the underdog.</strong></p>

<p>I will try my best to work hand-in-hand with users whilst trying not to abuse my powers. If a conflict arises, I will put myself in the other person's shoes to see things from their perspective and make a fair and unbiased decision.</p>

<p><strong>Vote for a new age. Vote dogbane.</strong></p>"			1	2011-01-18 22:32:40.690000 UTC	2011-01-18 22:32:40.690000 UTC		2011-01-18 23:00:24.607000 UTC	2011-01-18 23:00:24.607000 UTC		7412		7412		6	0		
4729969		"<p>The asp.net-mvc tag is like a digital home for me.  If I'm not answering I'm always trying to help out by editing questions with badly formatted code or retagging.  Overall I'm always trying to keep the tag clean, answer when I can and try and support asp.net mvc the best I can.  My goal is to get everybody using MVC so I never have to work on an WebForms application again.</p>

<p>I tend to be direct and opinionated which some may seem as a weakness but I am trying to be a little friendlier.</p>

<p>My current closing style tends to involve closing the massive amounts of dupes and trying to get those  anecdotal and unanswerable ""where do I put this?"" questions off the site.  I remember the glory days when SO contained actual programming questions and not ""where do I put this class?"". ;)</p>

<p>One trend I'm seeing a lot now is the the questions tagged asp.net-mvc but are more programming or asp.net specific.  If I had infinite time I'd retag them all and help users understand that their answers are directly part of MVC rather are just pieces of .net programming everybody has to deal with.</p>"			1	2011-01-18 22:49:40.473000 UTC	2011-01-18 22:49:40.473000 UTC		2011-01-18 23:20:41.827000 UTC	2011-01-18 23:20:41.827000 UTC		25300		25300		6	0		
4730821		"<p>I think I'd make a good moderator because I actually like doing it. When the site was newer I would often find unanswered questions and actually answer them, but since then the abundance of users has taken care of that for me. Nowadays I mostly spend my time here editing unclear posts, or retagging or retitling them.</p>

<p>I promise, should I be elected, to be: </p>

<ul>
<li>above all respectful to all users,</li>
<li>available for your moderation needs,</li>
<li>light on the moderation finger</li>
<li>and doing my best to keep this site as excellent as it has always been - hopefully a tiny bit more.</li>
</ul>"			1	2011-01-19 01:14:33.447000 UTC	2011-01-19 01:14:33.447000 UTC		2011-01-19 01:14:33.447000 UTC	2011-01-19 01:14:33.447000 UTC		9536		9536		6	0		
4791995		"<p>I'm Abhijit and I would like to nominate myself.</p>

<p>My journey on SO began in Dec 2009. While working on a hobby project I was looking for ways
to parse HTML. I posted my <a href=""http://stackoverflow.com/q/1881237/227665"">first question</a> asking how to use regex to parse and extract from HTML :) One of the comments had a link to the <a href=""http://stackoverflow.com/questions/1732348/regex-match-open-tags-except-xhtml-self-contained-tags/1732454#1732454"">all time famous answer of why not to parse HTML using
regex</a>. I spent the entire evening reading it and other top Q&amp;A. That day sort
of triggered a programming knowledge chain reaction which is going on
till today. SO is certainly one of the best things that has happened to
programming and programmers.</p>

<p>I've been around here for just over a year now. I've learnt a lot of things from this site and it's time to give something back to the community.</p>

<p>I think I've made good use of the moderator tools currently available
to me. You can see me re-tagging, re-framing, formatting, migrating questions whenever I'm online. My special focus being on new users who are not quite aware of how the site functions.
I'll be honored to have the added responsibility of a moderator.</p>

<p>Some things about me you'd like to know:</p>

<ul>
<li>I visit the site almost everyday.</li>
<li>I know the site inside out.</li>
<li>I spend a lot of time reading old
posts and improving them if necessary.</li>
<li>I'm active across decent number of tags.</li>
<li>I've Electorate, Copy Editor,
Fanatic, Sportsmanship, Pundit and
Generalist badges.<br>Gold badge in C, PHP, C++, Java and Regex and Silver badge in Perl.</li>
<li>I visit meta frequently and have read almost all discussions going on there but
I've not actively participated in meta Q&amp;A.</li>
<li>Available mostly between 0900hrs to 1900hrs
IST </li>
</ul>

<p>If you have any question I'll be happy to answer.</p>

<p>And I'm sorry for <a href=""http://stackoverflow.com/users/314488/pranay-rana"">@Pranay Rana</a> whose nomination dropped to #31 with my
entry. Wishing him better luck next time.</p>"			1	2011-01-25 09:51:39.390000 UTC	2011-01-25 09:51:39.390000 UTC		2011-01-25 09:51:39.390000 UTC	2011-01-25 09:51:39.390000 UTC		227665		227665		6	175		
8042036		"<p>I could sit here and lie about how life on stackoverflow would run much smoother if I were a moderator - but I won't.  Plain and simple I am someone who doesn't live on stackoverflow but when I am on stackoverflow I keep a good eye on questions being asked and how they are answered.  I try to comment when necessary (good or bad).  A few fun facts about me:</p>

<ul>
<li>I love seeing the ""New"" icon next to the <code>blog</code> hyperlink.  I have a
strange interest in being the first one to read it!</li>
<li>I've argued (even with a crazy man named <a href=""http://meta.stackoverflow.com/users/1/jeff-atwood"">Jeff Atwood</a>) for certain <a href=""http://meta.stackexchange.com/questions/106188/repost-of-watch-vs-favorite"">features</a> (even though I was downvoted :( - I gave in but to this day I still push for <a href=""http://meta.stackexchange.com/questions/3912/better-favourites-organisation/111045#111045"">change</a></li>
<li>One time I e-mailed the stackoverflow team about a misspelling in the
""we're hiring"" pages (it ended up being a false alarm but I earned a
cool stackoverflow t-shirt from Jeff.)</li>
</ul>

<p>I don't have <a href=""http://stackoverflow.com/users/22656/jon-skeet"">300k like some people</a> but I've learned that listening and reading are just as important.  Vote for change - vote for Jon!</p>"			1	2011-11-07 20:14:16.293000 UTC	2011-11-07 20:14:16.293000 UTC		2011-11-07 20:14:16.293000 UTC	2014-04-25 09:44:10.137000 UTC		-1		168703		6	0		
