id	creation_date	post_id	post_history_type_id	revision_guid	user_id	text	comment
146503336	2017-05-23 11:49:33.813000 UTC	44134018	2	b348f479-f6df-461b-a38f-2673f8d1798e	3779533	"#include <iostream>
    #include <random>
    #include <algorithm>

    int main()
    {
    std::string str = ""StackOverflow"";
    std::random_device rd;
    std::mt19937 g(rd());
    std::shuffle(str.begin(), str.end(), g);
    std::cout << str.c_str() << std::endl;

    return 0;
    }

You can read more details on http://en.cppreference.com/w/cpp/algorithm/random_shuffle"	
146458478	2017-05-23 11:48:00.373000 UTC	44133988	2	1b853710-ed63-4f8d-8174-a5f54ef3a1b7	5743300	"And(/^I enter ""([^""]*)"" on identifier ""([^""]*)""$/) do |arg1, arg2|
      Input = find_element(id: arg2)
      Input.click
      Input.clear
      Input.send_keys(arg1)
    end"	
146520565	2017-05-23 11:50:13.290000 UTC	44134036	2	2c9c70b6-8306-49f1-ac39-2340a4aa8c40	2596796	"I am using java [Prettify][1] for syntax highlighting of java code in android app. I followed this example
https://stackoverflow.com/questions/11987660/android-syntax-highlighting/19787125#19787125 
 

    public class PrettifyHighlighter {
        private static final Map<String, String> COLORS = buildColorsMap();
    
        private static final String FONT_PATTERN = ""<font color=\""#%s\"">%s</font>"";
    
        private final Parser parser = new PrettifyParser();
    
        public String highlight(String fileExtension, String sourceCode) {
            StringBuilder highlighted = new StringBuilder();
            List<ParseResult> results = parser.parse(fileExtension, sourceCode);
            for(ParseResult result : results){
                String type = result.getStyleKeys().get(0);
                String content = sourceCode.substring(result.getOffset(), result.getOffset() + result.getLength());
                highlighted.append(String.format(FONT_PATTERN, getColor(type), content));
            }
            return highlighted.toString();
        }
    
        private String getColor(String type){
            return COLORS.containsKey(type) ? COLORS.get(type) : COLORS.get(""pln"");
        }
    
        private static Map<String, String> buildColorsMap() {
            Map<String, String> map = new HashMap<>();
            map.put(""typ"", ""000000""); // black
            map.put(""kwd"", ""760098""); // violet
            map.put(""lit"", ""001ab7""); // dark blue
            map.put(""com"", ""999999""); // grey, comments
            map.put(""str"", ""ff4500""); // dark orange
            map.put(""pun"", ""333333""); // 90% black
            map.put(""pln"", ""156f15""); // dark green
            return map;
        }
    }

and using it in the textview as

            PrettifyHighlighter highlighter = new PrettifyHighlighter();
            String code=""public class Example {  \n"" +
                    ""public static void main(String args[]) {  \n"" +
                    ""    for(int i=1; i<=5; i++){  \n"" +
                    ""        if(i==3){  \n"" +
                    ""            break;  \n"" +
                    ""        }  \n"" +
                    ""        System.out.println(i);  \n"" +
                    ""    }  \n"" +
                    ""}  \n"" +
                    ""}  "";
            String highlighted = highlighter.highlight(""java"", code);
            textView.setText(Html.fromHtml(highlighted.replace(""\n"",""<br/>""),Html.FROM_HTML_MODE_COMPACT));

xml

    <TextView
        android:id=""@+id/textView""
        android:layout_width=""wrap_content""
        android:layout_height=""wrap_content""
        android:layout_alignLeft=""@+id/ivImage3""
        android:layout_alignStart=""@+id/ivImage3""
        android:layout_below=""@+id/ivImage3""
        android:scrollbars = ""vertical""
        android:layout_marginTop=""@dimen/program_margin_top""
        android:background=""@drawable/textlines""
        android:textSize=""16dp""
        android:text="""" />

OUTPUT: [![enter image description here][2]][2]

as you can see <= is missing from the output, it is just showing **i5 instead of i<=5**

**What is the reason that < is not shown in the textview, how can I display < in the syntax highlighted texview?** 
Any help is appreciated

  [1]: https://code.google.com/p/java-prettify/
  [2]: https://i.stack.imgur.com/XpzU8.png"	
146520567	2017-05-23 11:50:13.290000 UTC	44134036	1	2c9c70b6-8306-49f1-ac39-2340a4aa8c40	2596796	Android syntax highlighting using Java prettify, not showing (less than) < or <= sign in textview?	
146520568	2017-05-23 11:50:13.290000 UTC	44134036	3	2c9c70b6-8306-49f1-ac39-2340a4aa8c40	2596796	<java><android><textview><syntax-highlighting><prettify>	
146412562	2017-05-23 11:46:21.450000 UTC	44133947	2	c48ecca1-ee74-43a1-8d73-39a7b0ad5aaf	3265718	"I'm making a little app which manages appointments - I need to know if there's a currently supported way to check if an event overlaps within a google calendar.

Basically I read a list of events from my app's created calendar, and then populate my application using that. 

Then, I add a calendar event. I need to check if it conflicts with what already exists. Is there a way to do this with their api?"	
146412563	2017-05-23 11:46:21.450000 UTC	44133947	1	c48ecca1-ee74-43a1-8d73-39a7b0ad5aaf	3265718	Google calendar API - check for conflicts	
146412564	2017-05-23 11:46:21.450000 UTC	44133947	3	c48ecca1-ee74-43a1-8d73-39a7b0ad5aaf	3265718	<google-api><calendar>	
146383027	2017-05-23 11:45:13.770000 UTC	44133930	2	d64df1aa-cbb7-4fc5-bfaf-17750a95c8f9	6270878	"Updated CSS for `.modal-body` class and set `min-height:300px`

    .modal-body {
        margin: 20px 0;
        min-height:300px;
    }

https://jsfiddle.net/pLa63spz/"	
146446293	2017-05-23 11:47:36.863000 UTC	44133979	2	4246908e-7561-4df0-83a1-78a03b33c4bb	3732075	"Give this a try:

`{{\n\s+(.+)\n.+}}`

It looks for opening double curly braces, then a new line, then any number of characters, followed by a new line, some spaces, any characters followed by a new line, any chars, and then the closing }}. The brackets capture the specific text. 

You can see an example of it here: https://regex101.com/r/pwFNA1/1"	
146533050	2017-05-23 11:50:40.447000 UTC	44134048	2	71fb30f1-8c42-4df7-88ba-66d8097c62c7	3801947	"Add following condition:

    if( Number(myResult) === parseInt(myResult) ){
      myResult = myResul.tofixed(2);
    }"	
146538675	2017-05-23 11:50:52.447000 UTC	44134050	2	6766c7f3-5067-4e00-be0f-6446a3a0412b	2170648	"from Apple Docs:

> ***The system provides each application with four concurrent dispatch
> queues.*** These queues are global to the application and are
> differentiated only by their priority level. ***Because they are global,
> you do not create them explicitly. Instead, you ask for one of the
> queues using the dispatch_get_global_queue function***, as shown in the
> following example:
> 

    dispatch_queue_t aQueue =
    *emphasized text*dispatch_get_global_queue(DISPATCH_QUEUE_PRIORITY_DEFAULT, 0);

see more [here][1]


  [1]: https://developer.apple.com/library/content/documentation/General/Conceptual/ConcurrencyProgrammingGuide/OperationQueues/OperationQueues.html#//apple_ref/doc/uid/TP40008091-CH102-SW5"	
146502950	2017-05-23 11:49:32.767000 UTC	44134017	2	202e1764-295c-4035-9aac-7400a3304b90	2775610	"**onCreate()** is called only once at the time of activity crated if you want it to update is when you come from background or from other activity you have to use **onResume()** so put this in **onResume()** 

    @Override
        protected void onResume() {
            super.onResume();
            ClipboardManager clipboard = (ClipboardManager) getSystemService(Context.CLIPBOARD_SERVICE);
            if(clipboard.getText()!=null)
            {
                String paste_url=clipboard.getText().toString();
                Log.d(""clip"",paste_url);
    
                text_view.setText(paste_url);
            }
            
        }"	
146488668	2017-05-23 11:49:02.623000 UTC	44134008	2	181f04ec-addf-4d21-9428-28497150ad40	8053272	"I am trying to solve Uva-562 - Dividing coins problem.My solution is giving runtime error.Where is the error? This is my code:`package com.example.recursion;

import java.util.Scanner;

public class main {

 public static Scanner scanner;
 public static int[] binary;
 public static int[] set;
 public static int m;
 public static int total;
 public static int dp[][];
 
 public static void initDp(){
  
  dp=new int[101][50001];
  for(int i=0;i<101;i++)
   for(int j=0;j<50001;j++)
    dp[i][j]=-1;
  
 }

 public static void readcase() {

  m = scanner.nextInt();
  int i;
  total = 0;
  set=new int[101];

  for (i = 0; i < m; i++) {

   set[i] = scanner.nextInt();
   total += set[i];
  }
  int solution=solve(0,0);
  print(solution);
  

 }
 
 public static void print(int solution){
  
  System.out.println(solution);
 }

 public static int solve(int i, int sum1){
    
    int left=0,right=0;
    if(dp[i][sum1] > -1){
     return dp[i][sum1];
    }
    if(i==m){
          int sum2;
          sum2=total-sum1;
          return Math.abs(sum1-sum2);
    }
    
    left=solve(i+1,sum1);
    right=solve(i+1, sum1+set[i]);
    
   
    if(left<right)
             return dp[i][sum1]=left;
    else
          return dp[i][sum1]=right;
    
   }

 public static void main(String args[]) {

  scanner = new Scanner(System.in);
  int n, i;
  n = scanner.nextInt();

  for (i = 0; i < n; i++) {
           
   initDp(); 
   readcase();
  }

 }

}
`"	
146488669	2017-05-23 11:49:02.623000 UTC	44134008	1	181f04ec-addf-4d21-9428-28497150ad40	8053272	UVa 562 runtime error. What can I do?	
146488671	2017-05-23 11:49:02.623000 UTC	44134008	3	181f04ec-addf-4d21-9428-28497150ad40	8053272	<java><recursion><dynamic-programming><acm><onlinejudge>	
146574552	2017-05-23 11:52:11.903000 UTC	44134076	2	17196a77-e997-46a4-b7c9-329dc54efa31	5990066	"I have failed to install this on ubuntu before, now for Windows I don't understand [this documentation](https://atom.io/packages/php-debug) properly.


----------
What I have done is:

- I set up WampServer, upgraded to 3.0.8, installed its own XDebug. When I phpinfo(), I see that XDebug is installed. 

- I installed [php-debug](https://atom.io/packages/php-debug) package for Atom. 

- I couldn't find out where should I put the codes (below) so I put it inside php.ini which is in `C:\wamp64\bin\php\php7.1.5`


>     xdebug.remote_enable=1
>     xdebug.remote_host=127.0.0.1
>     xdebug.remote_connect_back=1    # Not safe for production servers
>     xdebug.remote_port=9000
>     xdebug.remote_handler=dbgp
>     xdebug.remote_mode=req
>     xdebug.remote_autostart=true

- PHP Debug console on Atom doesn't allow me to press buttons. Putting breakpoints doesn't affect anything at all. PHP Console on Atom only says this: ```Listening on Port 9000``` ```Closed```"	
146574554	2017-05-23 11:52:11.903000 UTC	44134076	1	17196a77-e997-46a4-b7c9-329dc54efa31	5990066	How to make php-debug extension for Atom work on wampserver	
146574558	2017-05-23 11:52:11.903000 UTC	44134076	3	17196a77-e997-46a4-b7c9-329dc54efa31	5990066	<php><wamp><wampserver><xdebug><atom-editor>	
146431460	2017-05-23 11:47:04.020000 UTC	44133963	2	fbe71e5e-3928-41f9-8b11-c8a86760b25c	1300890	"<!-- begin snippet: js hide: false console: true babel: false -->

<!-- language: lang-css -->

    .recent-posts-container {
      font-family: 'Oswald', sans-serif;
      font-size: 12px;
      list-style-type: none;
      display: inline-block;
    }

    ul.recent-posts-container:after {
      content: '';
      display: block;
      clear: both;
    }

    ul.recent-posts-container li {
      list-style-type: none;
      margin-bottom: 10px;
      font-size: 12px;
      float: left;
      position: relative;
      box-shadow: 1px 1px 9px #353;
      margin: 30px;
      border-radius: 8px 8px;
    }

    ul.recent-posts-container {
      counter-reset: countposts;
      list-style-type: none;
      padding: 0;
    }

    ul.recent-posts-container li:before {
      content: counter(countposts, decimal);
      counter-increment: countposts;
      z-index: 1;
      position: absolute;
      left: -10px;
      top: -10px;
      font-size: 13px;
      font-weight: bold;
      color: #fff;
      background: #69B7E2;
      line-height: 25px;
      height: 25px;
      width: 25px;
      text-align: center;
      -webkit-border-radius: 50%;
      -moz-border-radius: 50%;
      border-radius: 50%;
    }

    .recent-posts-container a.image-holder {
      width: 150px;
      height: 150px;
      display: inline-block;
      border-radius: 8px 8px;
    }

    .recent-posts-container a {
      text-decoration: none;
    }

    .recent-post-title {
      margin-bottom: 5px;
    }

    .recent-post-title a {
      font-size: 12px;
      text-transform: uppercase;
      color: #2aace3;
    }

    .recent-posts-details {
      font-size: 11px;
      padding: 2px 10px;
      background: #e6e6e6;
      border-radius: 0 0 8px 8px;
    }

    .recent-posts-details a {
      color: #777;
    }

<!-- language: lang-html -->

    <script type=""text/javascript"">
      function showlatestpostswiththumbs(posts) {
        document.write('<ul class=""recent-posts-container"">');
        for (var e = 0; e < posts_no; e++) {
          var r, post = posts.feed.entry[e],
            i = post.title.$t;
          if (e == posts.feed.entry.length)
            break;
          for (var o = 0; o < post.link.length; o++) {
            if (""replies"" == post.link[o].rel && ""text/html"" == post.link[o].type) var l = post.link[o].title,
              m = post.link[o].href;
            if (""alternate"" == post.link[o].rel) {
              r = post.link[o].href;
              break
            }
          }
          var url;
          try {
            url = post.media$thumbnail.url
          } catch (h) {
            s = post.content.$t, a = s.indexOf(""<img""), b = s.indexOf('src=""', a), c = s.indexOf('""', b + 5), d = s.substr(b + 5, c - b - 5), url = -1 != a && -1 != b && -1 != c && """" != d ? d : ""https://2.bp.blogspot.com/-C3Mo0iKKiSw/VGdK808U7rI/AAAAAAAAAmI/W7Ae_dsEVAE/s1600/no-thumb.png""
          }
          var p = post.published.$t,
            f = p.substring(0, 4),
            g = p.substring(5, 7),
            v = p.substring(8, 10),
            w = new Array;
          url = url.replace(""s72"", ""s150"");
          if (w[1] = ""Jan"", w[2] = ""Feb"", w[3] = ""Mar"", w[4] = ""Apr"", w[5] = ""May"", w[6] = ""Jun"", w[7] = ""Jul"", w[8] = ""Aug"", w[9] = ""Sep"", w[10] = ""Oct"", w[11] = ""Nov"", w[12] = ""Dec"", document.write('<li class=""recent-posts-list"">'), 1 == showpoststhumbs && document.write('<a href=""' + r + '"" style=""background:url(' + url + ') 0 center no-repeat;background-size:cover;"" class=""image-holder"">&nbsp;</a>'), ""content"" in post) var A = post.content.$t;
          else if (""summary"" in post) var A = post.summary.$t;
          else var A = """";
          var k = /<\S[^>]*>/g;
          var _ = """",
            $ = 0;
          document.write('<br><div class=""recent-posts-details"">'), 1 == posts_date && (_ = _ + w[parseInt(g, 10)] + "" "" + v + "" "" + f, $ = 1), 1 == readmorelink && (1 == $ && (_ += ""<br/>""), _ = _ + '<a href=""' + r + '"" class=""url"" target =""_top"">Read more</a>', $ = 1), 1 == showcommentslink && (1 == $ && (_ += "" | ""), ""1 Comments"" == l && (l = ""1 Comment""), ""0 Comments"" == l && (l = ""No Comments""), l = '<a href=""' + m + '"" target= ""_top"" > ' + l + ""</a>"", _ += l, $ = 1), document.write(_), document.write(""</div>""), document.write(""</li>"")
        }
        document.write(""</ul>"")
      }
    </script>
    <script type=""text/javascript"">
      var posts_no = 5;
      var showpoststhumbs = true;
      var readmorelink = true;
      var showcommentslink = true;
      var posts_date = true;
      var post_summary = true;
      var summary_chars = 40;
    </script>
    <script src=""https://pdfepaper.blogspot.com/feeds/posts/default?orderby=published&alt=json-in-script&callback=showlatestpostswiththumbs""></script>
    <noscript>Your browser does not support JavaScript!</noscript>
    <link href='http://fonts.googleapis.com/css?family=Oswald' rel='stylesheet' type='text/css' />

<!-- end snippet -->"	
146436086	2017-05-23 11:47:14.580000 UTC	44133965	2	5b976ac3-423a-4306-8ac5-bf315da5bfa0	5468958	"I have a search bar searching on `index.php` page. But i want to show the result on `coupons.php`. How to do it in AJAX. 

**NOTE:**  `#search_result` is a div of coupons.php file where i want to display the result.

**AJAX**

 

    $(""document"").ready(function() {
                $(""#search_form"").on(""submit"", function (e) {
                    e.preventDefault();
                    $.post(""result.php?query="" + encodeURIComponent($(""#list_search"").val()), function (data) {
                        var res = JSON.parse(data);
                        if (res.divs) {
                             $('#search_result').html("""");
                            for (var i = 0; i < res.divs.length; i++) {
                                $('#search_result').append(res.divs[i]);
                           }
                        } else {
                            $('#search_result').html(""No matched coupons found !"");
                        }
                    });
                });
            });
        </script>"	
146436087	2017-05-23 11:47:14.580000 UTC	44133965	1	5b976ac3-423a-4306-8ac5-bf315da5bfa0	5468958	Display searches data on another page <div>	
146436090	2017-05-23 11:47:14.580000 UTC	44133965	3	5b976ac3-423a-4306-8ac5-bf315da5bfa0	5468958	<javascript><php><jquery><html><ajax>	
146441127	2017-05-23 11:47:25.620000 UTC	44133968	2	10756aee-0690-44c9-bb41-8c502430721c	8053212	"I have a problem with one of my classes in a project.
I tried to read all the lines from a file but when I print that it shows me less than the half lines.
What can I do for that?"	
146441129	2017-05-23 11:47:25.620000 UTC	44133968	1	10756aee-0690-44c9-bb41-8c502430721c	8053212	Problems from reading file	
146441130	2017-05-23 11:47:25.620000 UTC	44133968	3	10756aee-0690-44c9-bb41-8c502430721c	8053212	<java><file><arraylist><hashmap>	
146549131	2017-05-23 11:51:15.540000 UTC	44134059	2	9863bec8-b281-4757-a7d3-72c2e20f01ae	6783328	"In the admin tools in the BE, the check or the update of the reference index can  be found under ""DB Check"". For larger webs, the script is started via CLI so that the runtime does not matter.

But now my questions:

 - Does updating the refindex make any sense or is it really necessary?
 - How often should it happen?
 - How do you prevent parallel execution if the previous lowlevel_refindex process is still working?
 - Are there somewhere best pratices to read?


I am grateful for every input."	
146549134	2017-05-23 11:51:15.540000 UTC	44134059	1	9863bec8-b281-4757-a7d3-72c2e20f01ae	6783328	lowlevel_refindex: Best practises?	
146549137	2017-05-23 11:51:15.540000 UTC	44134059	3	9863bec8-b281-4757-a7d3-72c2e20f01ae	6783328	<typo3><command-line-interface>	
